User_ID,Product_ID,Interaction_Type,Rating
6142,2567,purchase,1.0
5425,1346,view,
1093,4766,add_to_cart,
6064,2613,add_to_cart,
2547,2284,purchase,4.0
9349,4749,purchase,5.0
6592,460,purchase,4.0
1772,4811,view,
6264,3662,purchase,3.0
8120,3761,add_to_cart,
3585,2649,add_to_cart,
5792,2686,purchase,3.0
4050,258,view,
93,1433,add_to_cart,
9831,718,view,
2134,4544,add_to_cart,
9498,3482,add_to_cart,
8719,4407,view,
1184,714,add_to_cart,
429,33,purchase,1.0
3834,4743,add_to_cart,
8649,4252,view,
4924,1871,purchase,2.0
9384,1414,add_to_cart,
4865,1415,view,
2087,3477,purchase,3.0
3081,500,add_to_cart,
9930,1238,view,
8630,2529,purchase,1.0
910,4684,view,
6657,3797,add_to_cart,
6745,2390,add_to_cart,
6021,4105,view,
9353,2740,add_to_cart,
8777,1046,add_to_cart,
5523,432,add_to_cart,
6052,4475,view,
2628,4685,view,
423,2473,add_to_cart,
5968,3778,purchase,3.0
4777,4746,view,
4628,4603,add_to_cart,
1408,4142,add_to_cart,
5031,1737,add_to_cart,
4048,2500,purchase,1.0
2757,1305,view,
9709,2582,add_to_cart,
8138,4128,view,
5595,2028,view,
1357,1319,purchase,3.0
2507,3418,purchase,1.0
6481,1081,add_to_cart,
7001,4467,add_to_cart,
5945,2616,purchase,1.0
3696,736,view,
2068,1842,add_to_cart,
2853,4823,add_to_cart,
7000,4018,view,
4895,2072,view,
8848,3251,view,
2175,1778,add_to_cart,
5137,1030,view,
4604,2232,add_to_cart,
8136,4858,view,
9849,3347,view,
393,152,view,
1155,2672,add_to_cart,
6748,1977,view,
9979,3394,purchase,4.0
9550,824,purchase,3.0
6801,2922,add_to_cart,
8573,4806,view,
2729,4174,add_to_cart,
286,3406,view,
8709,587,add_to_cart,
1966,2258,purchase,4.0
7924,867,purchase,1.0
7435,507,add_to_cart,
6379,2664,purchase,2.0
9308,3607,purchase,1.0
1066,2578,add_to_cart,
3137,3533,view,
9858,3859,view,
6742,1928,purchase,3.0
6623,2619,purchase,3.0
1902,4535,view,
4395,3813,add_to_cart,
6818,2159,purchase,3.0
2964,1463,add_to_cart,
4393,670,add_to_cart,
9806,4970,add_to_cart,
4029,2960,add_to_cart,
3918,1105,add_to_cart,
7227,4127,add_to_cart,
6859,3095,purchase,5.0
6227,4054,view,
5375,966,view,
4787,3020,add_to_cart,
7156,434,view,
6597,485,add_to_cart,
862,3585,view,
1874,3640,add_to_cart,
678,2797,purchase,3.0
2306,4402,add_to_cart,
4146,849,view,
7460,292,view,
3932,1314,add_to_cart,
9540,3033,purchase,4.0
8044,3462,purchase,2.0
55,1880,purchase,1.0
8656,817,view,
7115,4268,view,
2207,3831,view,
1859,2944,add_to_cart,
3356,4301,add_to_cart,
9699,2348,view,
7376,3265,view,
2689,3126,view,
6582,3625,add_to_cart,
1378,1941,view,
9998,1790,purchase,5.0
9750,1018,add_to_cart,
5171,2111,purchase,5.0
9378,172,add_to_cart,
4885,1258,add_to_cart,
5503,2491,purchase,1.0
4754,1120,view,
9880,2876,view,
4660,4800,view,
9452,1122,purchase,1.0
4982,3071,purchase,2.0
2123,3522,view,
1730,243,purchase,4.0
488,3628,view,
422,3880,add_to_cart,
6886,93,view,
2241,4039,purchase,2.0
1927,4754,purchase,4.0
8249,4069,purchase,4.0
2001,916,purchase,2.0
2566,2575,purchase,4.0
8145,1767,view,
3348,3187,purchase,1.0
3486,3719,view,
4305,3021,view,
8268,4144,view,
5534,3312,purchase,1.0
6526,4103,view,
4251,3965,add_to_cart,
4244,1019,view,
7302,4105,purchase,2.0
8071,3911,purchase,4.0
2867,3775,view,
2335,2441,purchase,1.0
6508,4233,purchase,4.0
6587,4967,purchase,2.0
5722,2620,view,
6954,1788,view,
6078,3205,purchase,2.0
7430,678,add_to_cart,
5263,1695,purchase,1.0
9121,586,view,
4853,2552,add_to_cart,
9965,2556,purchase,3.0
8819,1521,view,
761,2905,view,
7041,1915,purchase,4.0
7199,2661,purchase,3.0
6764,3263,purchase,4.0
7056,994,view,
5439,1722,view,
1679,395,purchase,2.0
4558,1569,view,
8635,690,add_to_cart,
5511,674,add_to_cart,
327,4253,view,
4793,200,add_to_cart,
1841,2741,add_to_cart,
8636,2533,view,
2369,1845,view,
3633,3572,view,
2358,2982,add_to_cart,
7163,3452,view,
6086,1578,purchase,1.0
4478,3683,view,
8284,2436,purchase,4.0
7866,1764,add_to_cart,
9643,639,add_to_cart,
9836,1049,add_to_cart,
6093,3609,purchase,2.0
1239,4235,purchase,1.0
7596,2738,view,
4775,1290,add_to_cart,
360,1302,view,
8289,3092,add_to_cart,
9716,2137,view,
4441,1651,add_to_cart,
5508,3693,add_to_cart,
5261,1161,add_to_cart,
3132,4496,purchase,2.0
9787,3163,add_to_cart,
2999,3187,add_to_cart,
1150,3960,purchase,4.0
3954,1152,view,
2683,2963,purchase,1.0
358,1793,add_to_cart,
6692,1236,view,
6792,2178,view,
483,2621,purchase,3.0
9428,2794,view,
8582,3250,add_to_cart,
7008,2007,add_to_cart,
5009,2496,add_to_cart,
293,1902,purchase,5.0
7941,3828,add_to_cart,
6150,4734,add_to_cart,
7221,1815,view,
5106,859,add_to_cart,
424,451,purchase,1.0
3097,2229,add_to_cart,
5994,4332,view,
9304,3422,purchase,2.0
299,2076,add_to_cart,
3698,911,purchase,1.0
4744,68,view,
1460,982,view,
4673,4250,purchase,1.0
2791,2375,purchase,1.0
303,2116,view,
8425,2791,add_to_cart,
8585,2719,purchase,5.0
4703,2359,add_to_cart,
7442,3030,add_to_cart,
3191,3070,view,
5888,3844,add_to_cart,
3459,1579,view,
8193,1900,view,
3433,4817,add_to_cart,
5244,2681,add_to_cart,
5431,1200,view,
5125,2524,add_to_cart,
422,2960,view,
1574,2150,add_to_cart,
8475,3488,add_to_cart,
3252,3007,purchase,5.0
2127,1148,purchase,3.0
456,4037,view,
8599,2434,add_to_cart,
6422,1117,purchase,5.0
1184,105,view,
8249,4499,add_to_cart,
8536,421,view,
1674,386,purchase,2.0
6114,3754,add_to_cart,
680,2117,purchase,2.0
469,3887,view,
2727,3529,add_to_cart,
8230,1832,purchase,2.0
4826,4846,view,
8241,4281,add_to_cart,
5299,1080,purchase,2.0
6960,1701,add_to_cart,
7209,3966,view,
4258,1931,add_to_cart,
7686,2726,add_to_cart,
1065,611,add_to_cart,
5092,4504,view,
2501,2581,add_to_cart,
8483,3304,purchase,1.0
284,4635,purchase,5.0
5763,709,view,
1771,243,add_to_cart,
565,2624,view,
4592,4334,view,
8363,4944,add_to_cart,
6348,1488,purchase,3.0
7041,4952,add_to_cart,
6271,372,view,
6533,2323,purchase,4.0
8253,579,add_to_cart,
364,3892,add_to_cart,
8657,171,purchase,3.0
2832,707,add_to_cart,
482,4595,purchase,5.0
2273,2428,add_to_cart,
2884,553,view,
984,1515,purchase,5.0
8831,4563,add_to_cart,
961,4551,view,
9622,333,view,
6540,4528,add_to_cart,
4466,4672,view,
996,1380,view,
133,3977,view,
8270,29,add_to_cart,
3033,3678,add_to_cart,
4756,4029,purchase,3.0
7330,1738,add_to_cart,
1430,3449,purchase,4.0
7494,4948,view,
4905,790,purchase,4.0
6718,3927,add_to_cart,
9541,1988,view,
7145,300,add_to_cart,
1197,2984,purchase,2.0
8211,2337,view,
1721,1678,view,
3429,1922,add_to_cart,
9859,1020,add_to_cart,
3751,3982,add_to_cart,
2188,4944,view,
7270,612,add_to_cart,
65,4709,view,
9074,665,purchase,2.0
8023,3853,add_to_cart,
4355,2277,purchase,4.0
7688,344,view,
2309,2961,view,
5256,939,add_to_cart,
3770,290,add_to_cart,
7828,2553,add_to_cart,
2645,2209,purchase,5.0
7813,3647,view,
230,4742,purchase,3.0
1427,845,add_to_cart,
2289,4767,view,
6579,2967,purchase,1.0
4161,1327,add_to_cart,
1968,3673,view,
3452,4052,add_to_cart,
8110,1895,purchase,1.0
7656,2229,purchase,3.0
4891,4888,view,
1796,529,add_to_cart,
6957,4862,purchase,2.0
2359,2462,add_to_cart,
6640,230,view,
6090,3744,purchase,1.0
6276,1474,purchase,3.0
2015,3182,view,
7702,1646,view,
9485,2393,view,
3462,2460,view,
8507,3367,view,
2332,850,add_to_cart,
4819,641,purchase,5.0
7999,586,view,
2696,1529,add_to_cart,
5756,4415,purchase,1.0
7967,954,add_to_cart,
3546,4257,add_to_cart,
531,2063,purchase,2.0
697,2316,view,
1035,428,view,
265,3343,add_to_cart,
9944,1929,view,
5737,3978,purchase,3.0
606,2093,add_to_cart,
8413,4658,purchase,2.0
4841,3385,view,
7802,2610,view,
6264,1000,view,
5903,762,view,
3808,2250,purchase,1.0
2032,3737,purchase,1.0
3223,4262,purchase,3.0
4009,1248,purchase,1.0
5117,2600,purchase,1.0
7648,1920,view,
2891,3392,view,
617,3363,purchase,3.0
1448,280,purchase,4.0
6053,1504,view,
7004,2926,add_to_cart,
8433,251,view,
8517,4809,purchase,2.0
6253,1100,add_to_cart,
8071,4745,purchase,1.0
1248,4685,view,
8852,1259,view,
1554,794,view,
9525,4761,add_to_cart,
1936,2669,add_to_cart,
5772,3487,view,
1681,4399,view,
5882,4930,purchase,3.0
5694,3737,purchase,1.0
2415,2563,purchase,3.0
3182,4295,view,
679,4199,view,
199,4173,purchase,1.0
7466,3706,purchase,4.0
2993,4221,purchase,5.0
1444,1036,purchase,4.0
505,1525,add_to_cart,
76,1470,purchase,1.0
8600,729,view,
3304,3858,purchase,4.0
500,918,view,
630,1938,purchase,1.0
7397,1243,add_to_cart,
9829,628,purchase,2.0
294,1739,purchase,2.0
6350,1389,purchase,4.0
9937,3354,view,
2279,4375,purchase,5.0
6079,723,add_to_cart,
5893,730,add_to_cart,
5691,436,add_to_cart,
8890,3864,purchase,4.0
9554,727,add_to_cart,
9220,857,purchase,3.0
3571,1668,add_to_cart,
646,3093,add_to_cart,
1558,2687,view,
3447,4109,purchase,3.0
5768,611,purchase,2.0
4292,4037,add_to_cart,
6522,3283,add_to_cart,
2679,2121,purchase,2.0
4182,4103,add_to_cart,
4760,425,add_to_cart,
1688,4560,add_to_cart,
1766,3904,purchase,4.0
34,4319,view,
2505,4402,purchase,4.0
6564,336,view,
9071,3780,add_to_cart,
8286,4686,view,
4932,1555,view,
3427,4509,view,
5974,992,add_to_cart,
467,631,view,
7442,649,add_to_cart,
5154,364,view,
3459,2072,purchase,1.0
9753,2693,add_to_cart,
4328,832,view,
5531,2682,view,
631,29,purchase,3.0
5601,3632,add_to_cart,
8106,4965,purchase,4.0
4086,1080,purchase,4.0
245,4379,purchase,2.0
4199,1040,purchase,4.0
8336,4995,purchase,1.0
5005,1764,view,
417,4180,view,
7085,315,add_to_cart,
559,3221,add_to_cart,
7127,3776,view,
4398,3306,view,
6685,1436,purchase,1.0
6908,2707,add_to_cart,
7787,4212,view,
4919,3934,view,
6810,3778,view,
1253,691,purchase,1.0
3727,3121,view,
3652,3094,view,
4308,1098,purchase,2.0
5581,2976,purchase,3.0
5565,4855,view,
246,1127,purchase,4.0
8732,482,view,
2734,2464,add_to_cart,
1894,3089,add_to_cart,
5564,2080,view,
8072,478,view,
2332,4075,view,
905,1550,add_to_cart,
2621,2077,add_to_cart,
7810,1562,view,
3986,2203,purchase,2.0
1958,2197,purchase,2.0
6262,3119,view,
6064,1823,add_to_cart,
9428,2766,purchase,1.0
2504,1744,view,
5060,963,add_to_cart,
8119,205,add_to_cart,
7230,2626,view,
3965,4373,purchase,5.0
7558,3478,add_to_cart,
5015,1722,view,
2141,3513,add_to_cart,
8789,549,purchase,4.0
9627,2255,purchase,4.0
2962,4870,add_to_cart,
455,4115,view,
3479,4555,add_to_cart,
7375,2557,purchase,3.0
4150,434,purchase,1.0
5569,784,purchase,5.0
4815,575,view,
611,1907,view,
7958,646,add_to_cart,
1526,2640,view,
8265,1407,view,
4958,3325,add_to_cart,
4726,2575,add_to_cart,
5919,611,view,
6780,3405,view,
6091,94,view,
5402,2543,view,
4239,2944,purchase,3.0
4022,3122,purchase,2.0
3759,1351,add_to_cart,
6813,2761,purchase,3.0
8222,562,view,
5973,89,add_to_cart,
8207,482,view,
139,1746,purchase,5.0
2650,4258,view,
8774,881,add_to_cart,
9353,2403,view,
9233,3239,view,
8788,3820,purchase,1.0
9576,4048,view,
8537,4843,view,
6487,1223,view,
9961,4982,add_to_cart,
3506,807,purchase,5.0
9263,1551,add_to_cart,
3096,869,add_to_cart,
3566,3175,purchase,2.0
7943,3274,view,
2626,4399,add_to_cart,
7529,1773,view,
6224,1377,view,
4851,2507,add_to_cart,
2155,2540,add_to_cart,
3382,2792,add_to_cart,
1392,404,add_to_cart,
9355,4624,purchase,3.0
5671,2860,purchase,2.0
3146,2888,view,
1617,144,view,
1549,813,add_to_cart,
8408,4523,add_to_cart,
9297,338,view,
5454,1623,add_to_cart,
4369,3335,purchase,5.0
6344,3985,view,
7355,920,add_to_cart,
1629,1221,add_to_cart,
1117,1158,purchase,3.0
2892,1736,view,
1050,3340,view,
4236,3840,purchase,3.0
2060,4384,view,
4689,238,purchase,1.0
5940,4893,purchase,3.0
2528,4516,view,
4302,3160,add_to_cart,
1250,4578,view,
7520,2562,purchase,5.0
8843,988,purchase,4.0
8025,2595,view,
6890,2168,purchase,4.0
348,4541,add_to_cart,
3493,1456,purchase,3.0
6448,3719,view,
6668,951,purchase,2.0
8731,2042,view,
823,2261,purchase,5.0
6996,1721,add_to_cart,
7414,1103,add_to_cart,
6662,1848,add_to_cart,
8869,3061,purchase,3.0
7575,4382,view,
4563,1534,view,
6333,225,purchase,1.0
6520,3948,add_to_cart,
4834,3527,add_to_cart,
7043,3991,purchase,1.0
5805,3705,view,
5704,62,add_to_cart,
5501,1157,add_to_cart,
4324,1281,view,
7453,332,purchase,1.0
229,3872,purchase,1.0
2965,125,add_to_cart,
2039,922,purchase,1.0
8490,3672,purchase,2.0
2297,4146,purchase,2.0
6687,4038,add_to_cart,
7448,2932,add_to_cart,
530,3332,purchase,4.0
7099,502,add_to_cart,
226,2920,add_to_cart,
765,3767,view,
4464,847,purchase,1.0
4681,4702,view,
895,2469,add_to_cart,
3050,3542,purchase,1.0
689,3563,view,
6787,1390,view,
9479,3395,view,
5095,830,add_to_cart,
3712,4882,add_to_cart,
1321,4089,purchase,5.0
4452,4095,view,
2190,1722,purchase,1.0
2973,1655,add_to_cart,
3636,4083,purchase,4.0
2117,4037,purchase,1.0
3232,3046,purchase,4.0
719,3440,purchase,1.0
5981,1965,view,
8509,1873,purchase,3.0
3824,1738,view,
1927,4853,add_to_cart,
1099,2569,view,
3945,812,purchase,3.0
9968,1239,add_to_cart,
2904,434,add_to_cart,
6587,3953,view,
5555,4619,view,
3314,3651,view,
9369,116,add_to_cart,
4064,4626,view,
4443,33,add_to_cart,
787,2217,purchase,2.0
61,335,purchase,3.0
1856,2510,add_to_cart,
2093,3729,add_to_cart,
7391,1738,purchase,2.0
8702,4291,add_to_cart,
8396,3909,view,
5566,2470,view,
872,1387,view,
8367,374,view,
9774,4654,purchase,2.0
6673,1499,view,
6657,3004,view,
9545,2932,add_to_cart,
6104,3929,view,
8947,3776,purchase,2.0
6434,1757,view,
3618,3993,purchase,3.0
8487,1643,view,
5973,4018,view,
4186,4692,add_to_cart,
2753,3857,purchase,3.0
7078,1129,view,
9721,6,view,
6965,2685,view,
204,233,purchase,2.0
3668,571,purchase,5.0
2021,836,view,
6449,2175,purchase,1.0
8361,4000,add_to_cart,
7089,2703,purchase,1.0
9823,1326,view,
5827,720,purchase,1.0
7538,1244,purchase,2.0
4495,2279,add_to_cart,
4167,2705,purchase,5.0
6677,4006,add_to_cart,
8047,1685,add_to_cart,
7544,1807,add_to_cart,
732,700,add_to_cart,
585,4416,view,
3930,4255,view,
2792,662,view,
9140,3121,purchase,4.0
5539,410,add_to_cart,
1273,4098,purchase,3.0
6507,747,purchase,3.0
5500,3397,view,
259,3010,purchase,3.0
7539,4672,purchase,2.0
3960,2676,view,
5157,4358,view,
4438,2497,view,
1029,3318,purchase,4.0
8954,4269,purchase,3.0
2343,1616,view,
5147,483,add_to_cart,
2475,1821,purchase,5.0
8492,1673,view,
6927,1315,purchase,2.0
9658,4662,add_to_cart,
1194,1889,add_to_cart,
6081,4085,add_to_cart,
9731,4486,add_to_cart,
6703,1858,add_to_cart,
2857,1619,view,
911,1473,view,
188,219,purchase,4.0
2499,3311,view,
1874,196,view,
3561,4295,view,
3734,1201,view,
7761,1280,add_to_cart,
9089,4987,add_to_cart,
9234,2386,view,
2828,4684,view,
6100,2643,add_to_cart,
756,1186,add_to_cart,
5305,4907,view,
4215,4078,add_to_cart,
7368,4945,view,
2444,470,purchase,4.0
3520,2116,purchase,2.0
3309,2479,purchase,1.0
6847,3139,purchase,3.0
1356,3765,add_to_cart,
6471,1939,add_to_cart,
6752,342,add_to_cart,
4934,1346,view,
7775,3354,view,
4874,1916,add_to_cart,
3754,2870,purchase,2.0
4060,893,view,
8844,1815,view,
7862,1541,purchase,4.0
4095,4287,add_to_cart,
6189,2117,purchase,3.0
937,3966,add_to_cart,
5315,3875,purchase,3.0
3872,2711,view,
5482,2816,add_to_cart,
4307,2299,purchase,3.0
5337,3715,purchase,4.0
566,3911,purchase,4.0
4325,562,view,
8407,4534,purchase,1.0
9898,998,add_to_cart,
3758,1975,purchase,1.0
3447,3211,purchase,2.0
7038,340,view,
5946,1885,purchase,4.0
3202,787,view,
5927,4445,add_to_cart,
2868,4112,view,
7067,1476,add_to_cart,
8336,4420,view,
4074,2042,view,
1937,4357,purchase,3.0
2823,2846,add_to_cart,
5965,3146,view,
4924,1959,purchase,1.0
3731,4400,view,
9692,1374,add_to_cart,
3751,62,add_to_cart,
7644,4586,view,
7365,713,purchase,2.0
1828,1624,purchase,5.0
3604,1823,purchase,4.0
281,354,view,
5898,2174,view,
8448,2382,view,
2285,2989,purchase,5.0
6552,1171,purchase,5.0
9116,3119,purchase,1.0
3838,2427,purchase,5.0
2188,2147,view,
4706,2374,add_to_cart,
4108,1326,view,
1928,4708,view,
1360,3522,purchase,1.0
5524,367,view,
6785,4748,view,
8100,182,purchase,3.0
8052,2347,purchase,2.0
5518,3903,view,
817,3686,view,
1481,2297,add_to_cart,
9782,1341,add_to_cart,
2885,1914,view,
1099,1758,purchase,3.0
8335,2253,add_to_cart,
5726,4513,purchase,1.0
1616,3612,view,
3937,4899,purchase,3.0
4605,2544,purchase,2.0
1552,2505,purchase,3.0
139,1425,add_to_cart,
9042,4682,add_to_cart,
7716,2883,view,
9912,2230,view,
6468,4553,add_to_cart,
2400,2359,add_to_cart,
9870,2119,purchase,2.0
738,2020,add_to_cart,
2425,1962,purchase,2.0
1369,1037,view,
1070,3743,purchase,1.0
4088,2975,purchase,5.0
8933,3372,purchase,4.0
9113,1318,add_to_cart,
8352,3966,purchase,1.0
4359,1191,view,
3148,2903,view,
696,4642,purchase,1.0
2257,4640,add_to_cart,
6815,2472,view,
6814,351,view,
5097,3585,add_to_cart,
4584,3651,purchase,2.0
1317,4469,add_to_cart,
8819,3429,view,
2064,1740,view,
5091,4128,add_to_cart,
9120,4464,view,
4972,1818,add_to_cart,
9443,3612,add_to_cart,
7399,3866,purchase,3.0
8010,3633,add_to_cart,
5206,1218,purchase,2.0
433,3678,add_to_cart,
1075,1591,purchase,4.0
3926,4743,view,
9047,2471,purchase,5.0
2636,959,purchase,1.0
4398,2091,view,
7939,1656,add_to_cart,
1872,2446,view,
8562,2658,add_to_cart,
6293,3313,view,
4914,1773,purchase,2.0
3364,3164,view,
7791,2858,add_to_cart,
1099,3724,add_to_cart,
8552,2191,view,
6212,1144,add_to_cart,
3355,4283,view,
1440,2841,view,
6242,3448,add_to_cart,
322,1816,purchase,1.0
9201,2784,view,
964,1500,view,
7619,2010,purchase,1.0
5784,3678,add_to_cart,
2842,1478,purchase,1.0
6172,1499,view,
3217,4172,add_to_cart,
340,2105,purchase,2.0
2648,4455,purchase,5.0
1106,4742,view,
6873,636,add_to_cart,
773,2927,view,
8772,2282,purchase,3.0
8146,2061,purchase,4.0
3125,2727,add_to_cart,
6366,65,add_to_cart,
3481,2401,purchase,4.0
5590,3505,view,
7457,3325,purchase,1.0
4168,3426,view,
7405,4728,add_to_cart,
3908,2749,add_to_cart,
3262,1655,view,
347,4057,view,
146,4696,purchase,1.0
6598,164,add_to_cart,
6331,2411,purchase,5.0
9105,4803,add_to_cart,
441,3094,add_to_cart,
6243,1584,purchase,3.0
6267,3558,view,
584,2557,purchase,3.0
2708,3539,add_to_cart,
2561,1957,purchase,3.0
3541,1978,add_to_cart,
2770,4528,purchase,4.0
669,2984,add_to_cart,
6907,2947,add_to_cart,
819,592,view,
7065,762,view,
2627,1580,purchase,1.0
8397,3981,view,
7093,2051,purchase,4.0
187,318,view,
3166,2773,view,
1107,953,add_to_cart,
2231,4637,view,
4619,4317,purchase,2.0
768,1038,view,
9790,337,view,
6899,3382,purchase,3.0
8791,2961,purchase,2.0
9807,133,add_to_cart,
1316,963,purchase,5.0
1456,2272,purchase,1.0
3668,876,add_to_cart,
6711,909,purchase,5.0
520,4905,purchase,4.0
9368,1455,view,
4994,3216,add_to_cart,
6012,4542,purchase,2.0
4204,271,view,
2950,4722,view,
8208,3341,add_to_cart,
6485,4404,view,
6938,2238,view,
1143,1157,view,
3535,3828,view,
6429,1249,view,
72,1909,view,
9906,817,view,
9736,4310,view,
1679,1442,purchase,5.0
5169,4896,view,
6736,4296,purchase,2.0
8877,1546,purchase,5.0
7748,1899,purchase,3.0
4201,1206,purchase,3.0
4124,1881,view,
589,1782,view,
605,2699,view,
4940,2550,purchase,1.0
7661,3190,view,
2216,415,purchase,4.0
8827,1920,add_to_cart,
4923,964,add_to_cart,
2785,266,add_to_cart,
9162,4544,add_to_cart,
4611,3519,view,
1286,947,add_to_cart,
7653,2498,purchase,4.0
125,3725,view,
9261,613,view,
1135,1576,view,
7115,3290,add_to_cart,
1378,4977,view,
1932,3762,add_to_cart,
7111,961,purchase,1.0
5513,3029,add_to_cart,
6941,447,purchase,1.0
8445,3301,add_to_cart,
2307,3308,add_to_cart,
2528,2866,purchase,1.0
3446,3703,view,
5301,241,add_to_cart,
8803,4829,view,
7676,3230,view,
9595,1430,view,
7414,2187,purchase,3.0
4114,2706,add_to_cart,
3958,1437,add_to_cart,
4797,4880,add_to_cart,
7959,300,view,
1780,2294,purchase,1.0
2323,611,add_to_cart,
3522,1767,purchase,4.0
3802,2257,purchase,5.0
510,3714,add_to_cart,
7559,3078,purchase,3.0
276,281,purchase,5.0
3352,3463,add_to_cart,
2594,1624,view,
8410,4055,purchase,1.0
418,3464,view,
6984,4781,add_to_cart,
8798,4533,purchase,2.0
3660,3961,view,
1880,1544,add_to_cart,
3101,3317,purchase,1.0
2172,4890,purchase,4.0
9840,983,purchase,2.0
8659,2375,purchase,1.0
1305,4318,add_to_cart,
4208,512,add_to_cart,
3142,4970,add_to_cart,
7181,1299,add_to_cart,
6191,2308,add_to_cart,
6104,2785,view,
4399,1338,view,
4521,2533,add_to_cart,
1686,1605,view,
1499,2371,purchase,1.0
5558,1454,add_to_cart,
3915,635,purchase,5.0
9245,2241,purchase,5.0
3342,980,add_to_cart,
6626,2673,purchase,5.0
9262,3380,purchase,4.0
6157,1248,view,
7090,1722,add_to_cart,
282,524,add_to_cart,
8640,541,add_to_cart,
8767,2914,view,
6614,1865,purchase,2.0
5562,3347,add_to_cart,
5380,2608,purchase,2.0
481,4183,purchase,2.0
454,2720,view,
9116,4802,purchase,4.0
4218,4440,view,
9168,2649,view,
4983,3761,view,
2739,1756,purchase,3.0
4494,4244,purchase,5.0
7233,3662,view,
2809,1418,view,
1659,3711,purchase,1.0
5011,1888,view,
4588,2427,add_to_cart,
6616,4027,add_to_cart,
7469,4535,add_to_cart,
148,4608,purchase,5.0
7478,2585,purchase,3.0
1333,1485,add_to_cart,
5420,1630,purchase,2.0
4969,4510,add_to_cart,
2132,4131,purchase,5.0
1192,4517,add_to_cart,
7501,1996,view,
5814,2823,purchase,4.0
3681,4085,purchase,4.0
7046,1,purchase,4.0
556,396,add_to_cart,
5945,146,add_to_cart,
2923,1046,purchase,1.0
8405,1604,add_to_cart,
3800,1936,view,
1332,3898,view,
4569,349,purchase,3.0
3531,773,purchase,4.0
6203,3685,add_to_cart,
8568,2208,add_to_cart,
6886,2056,add_to_cart,
7692,4082,view,
2523,2476,add_to_cart,
8879,3797,add_to_cart,
7416,113,add_to_cart,
4458,2897,view,
3136,3082,purchase,4.0
9633,3662,purchase,4.0
1810,4897,view,
5255,2370,add_to_cart,
4270,1922,add_to_cart,
8394,1290,add_to_cart,
2585,844,purchase,2.0
1319,3610,add_to_cart,
1760,309,view,
4096,842,view,
2009,2499,add_to_cart,
