Product_ID,Product_Name,Category,Price,Avg_Rating
213,Automotive_213,Automotive,368.51,3.36
214,Sports_214,Sports,387.42,4.33
215,Automotive_215,Automotive,854.18,3.26
216,Groceries_216,Groceries,545.63,4.84
217,Home_217,Home,646.7,3.4
218,Sports_218,Sports,300.73,1.75
219,Electronics_219,Electronics,267.9,2.85
220,Sports_220,Sports,48.66,4.01
221,Clothing_221,Clothing,515.41,2.98
222,Electronics_222,Electronics,603.61,2.96
223,Books_223,Books,17.39,4.12
224,Groceries_224,Groceries,203.51,3.83
225,Toys_225,Toys,548.31,3.99
226,Electronics_226,Electronics,157.4,2.1
227,Beauty_227,Beauty,231.89,1.8
228,Home_228,Home,266.32,4.39
229,Toys_229,Toys,740.11,2.6
230,Beauty_230,Beauty,116.94,1.24
231,Sports_231,Sports,106.84,4.49
232,Automotive_232,Automotive,689.84,4.59
233,Automotive_233,Automotive,560.03,3.95
234,Automotive_234,Automotive,435.79,1.79
235,Home_235,Home,380.79,2.59
236,Electronics_236,Electronics,178.99,3.18
237,Toys_237,Toys,807.09,4.62
238,Music_238,Music,162.87,3.72
239,Electronics_239,Electronics,65.77,1.9
240,Groceries_240,Groceries,570.89,1.52
241,Jewelry_241,Jewelry,538.43,2.14
242,Toys_242,Toys,881.24,1.12
243,Books_243,Books,757.33,2.21
244,Books_244,Books,47.18,1.49
245,Music_245,Music,671.46,2.15
246,Books_246,Books,513.39,3.44
247,Automotive_247,Automotive,712.32,4.45
248,Books_248,Books,769.11,3.56
249,Automotive_249,Automotive,12.24,4.5
250,Jewelry_250,Jewelry,661.26,3.41
251,Sports_251,Sports,850.92,1.87
252,Jewelry_252,Jewelry,227.23,4.12
253,Groceries_253,Groceries,179.53,4.95
254,Music_254,Music,550.58,3.67
255,Home_255,Home,422.87,1.53
256,Books_256,Books,312.72,3.02
257,Beauty_257,Beauty,80.44,1.22
258,Sports_258,Sports,904.13,4.68
259,Sports_259,Sports,114.42,3.82
260,Clothing_260,Clothing,40.41,3.8
261,Beauty_261,Beauty,56.45,4.67
262,Jewelry_262,Jewelry,150.57,2.38
263,Music_263,Music,599.66,1.84
264,Books_264,Books,204.31,1.59
265,Groceries_265,Groceries,101.97,4.61
266,Jewelry_266,Jewelry,661.35,3.08
267,Clothing_267,Clothing,767.23,3.06
268,Groceries_268,Groceries,721.63,1.63
269,Automotive_269,Automotive,773.92,4.59
270,Beauty_270,Beauty,176.92,2.41
271,Automotive_271,Automotive,698.02,2.11
272,Music_272,Music,208.54,2.27
273,Automotive_273,Automotive,301.95,1.09
274,Clothing_274,Clothing,595.6,4.19
275,Music_275,Music,445.54,3.09
276,Electronics_276,Electronics,511.83,2.9
277,Groceries_277,Groceries,804.28,2.92
278,Jewelry_278,Jewelry,563.07,2.59
279,Toys_279,Toys,675.66,1.03
280,Jewelry_280,Jewelry,928.05,3.68
281,Books_281,Books,136.07,3.64
282,Clothing_282,Clothing,119.73,2.85
283,Clothing_283,Clothing,65.69,3.35
284,Electronics_284,Electronics,109.57,1.67
285,Jewelry_285,Jewelry,823.91,3.26
286,Sports_286,Sports,691.4,2.04
287,Toys_287,Toys,232.39,2.42
288,Clothing_288,Clothing,775.69,1.59
289,Toys_289,Toys,157.73,2.8
290,Jewelry_290,Jewelry,773.39,2.61
291,Clothing_291,Clothing,620.37,2.95
292,Automotive_292,Automotive,264.71,1.87
293,Beauty_293,Beauty,739.56,1.27
294,Clothing_294,Clothing,685.25,2.38
295,Home_295,Home,885.99,3.82
296,Clothing_296,Clothing,773.61,4.77
297,Home_297,Home,664.95,1.55
298,Automotive_298,Automotive,469.3,4.4
299,Clothing_299,Clothing,874.43,4.0
300,Clothing_300,Clothing,668.51,1.67
301,Electronics_301,Electronics,370.68,4.52
302,Jewelry_302,Jewelry,935.6,3.03
303,Jewelry_303,Jewelry,330.3,1.51
304,Jewelry_304,Jewelry,942.52,4.77
305,Sports_305,Sports,652.56,2.22
306,Electronics_306,Electronics,679.76,3.25
307,Beauty_307,Beauty,321.35,3.52
308,Sports_308,Sports,937.47,3.49
309,Music_309,Music,220.92,1.37
310,Electronics_310,Electronics,229.89,3.51
311,Beauty_311,Beauty,145.58,2.88
312,Home_312,Home,833.48,1.72
313,Electronics_313,Electronics,879.94,1.86
314,Toys_314,Toys,541.42,4.54
315,Groceries_315,Groceries,717.13,2.21
316,Electronics_316,Electronics,295.94,4.25
317,Jewelry_317,Jewelry,639.61,2.78
318,Sports_318,Sports,21.41,4.51
319,Clothing_319,Clothing,107.51,2.99
320,Beauty_320,Beauty,854.23,3.73
321,Toys_321,Toys,770.67,3.18
322,Automotive_322,Automotive,721.04,2.96
323,Sports_323,Sports,877.85,1.53
324,Sports_324,Sports,670.07,3.74
325,Electronics_325,Electronics,572.37,1.76
326,Clothing_326,Clothing,222.33,2.64
327,Groceries_327,Groceries,691.4,3.55
328,Music_328,Music,331.21,2.59
329,Sports_329,Sports,840.12,3.66
330,Home_330,Home,353.51,3.91
331,Home_331,Home,943.04,4.03
332,Books_332,Books,720.33,3.2
333,Home_333,Home,34.67,4.38
334,Groceries_334,Groceries,244.05,1.85
335,Toys_335,Toys,886.85,2.45
336,Sports_336,Sports,275.85,2.15
337,Music_337,Music,374.87,3.65
338,Jewelry_338,Jewelry,834.05,1.85
339,Sports_339,Sports,444.34,4.03
340,Beauty_340,Beauty,902.55,2.15
341,Jewelry_341,Jewelry,13.96,3.36
342,Automotive_342,Automotive,352.6,4.32
343,Sports_343,Sports,336.3,3.96
344,Toys_344,Toys,601.9,3.96
345,Home_345,Home,684.02,4.56
346,Music_346,Music,881.67,2.43
347,Beauty_347,Beauty,951.04,1.58
348,Toys_348,Toys,133.64,4.69
349,Automotive_349,Automotive,995.55,2.36
350,Jewelry_350,Jewelry,475.23,4.96
351,Automotive_351,Automotive,369.67,3.62
352,Groceries_352,Groceries,247.38,2.47
353,Beauty_353,Beauty,304.39,2.65
354,Music_354,Music,94.0,2.7
355,Beauty_355,Beauty,130.08,3.97
356,Books_356,Books,499.62,3.78
357,Groceries_357,Groceries,261.41,3.32
358,Electronics_358,Electronics,857.37,3.35
359,Electronics_359,Electronics,666.27,3.76
360,Clothing_360,Clothing,951.12,4.6
361,Home_361,Home,450.57,2.03
362,Electronics_362,Electronics,201.2,1.88
363,Beauty_363,Beauty,274.98,2.03
364,Electronics_364,Electronics,687.95,3.1
365,Electronics_365,Electronics,822.24,3.11
366,Beauty_366,Beauty,806.95,4.53
367,Home_367,Home,813.03,3.54
368,Groceries_368,Groceries,644.62,2.9
369,Clothing_369,Clothing,792.4,1.86
370,Sports_370,Sports,693.56,2.49
371,Groceries_371,Groceries,127.95,1.7
372,Home_372,Home,81.01,4.01
373,Home_373,Home,264.21,2.05
374,Electronics_374,Electronics,603.23,3.53
375,Clothing_375,Clothing,214.59,3.2
376,Groceries_376,Groceries,800.61,3.24
377,Music_377,Music,692.97,1.82
378,Electronics_378,Electronics,381.97,2.4
379,Jewelry_379,Jewelry,153.84,3.48
380,Electronics_380,Electronics,174.28,1.94
381,Music_381,Music,28.23,1.19
382,Music_382,Music,145.04,2.61
383,Electronics_383,Electronics,252.25,3.4
384,Groceries_384,Groceries,151.27,2.01
385,Home_385,Home,851.31,1.91
386,Beauty_386,Beauty,782.23,2.65
387,Groceries_387,Groceries,209.24,1.24
388,Beauty_388,Beauty,787.12,3.09
389,Beauty_389,Beauty,55.01,3.2
390,Music_390,Music,544.44,4.96
391,Beauty_391,Beauty,454.03,2.55
392,Automotive_392,Automotive,153.86,4.34
393,Groceries_393,Groceries,215.04,1.41
394,Electronics_394,Electronics,314.99,2.51
395,Electronics_395,Electronics,115.85,4.21
396,Jewelry_396,Jewelry,737.6,2.77
397,Beauty_397,Beauty,758.55,1.94
398,Beauty_398,Beauty,979.37,2.14
399,Automotive_399,Automotive,626.96,2.77
400,Groceries_400,Groceries,171.66,1.02
401,Books_401,Books,90.66,3.4
402,Groceries_402,Groceries,545.17,2.98
403,Home_403,Home,968.8,2.09
404,Automotive_404,Automotive,614.25,3.37
405,Jewelry_405,Jewelry,531.6,2.92
406,Books_406,Books,330.19,2.55
407,Electronics_407,Electronics,901.34,1.88
408,Automotive_408,Automotive,786.04,2.08
409,Jewelry_409,Jewelry,974.24,3.49
410,Home_410,Home,386.12,3.84
411,Sports_411,Sports,829.36,1.4
412,Groceries_412,Groceries,720.41,4.56
413,Groceries_413,Groceries,559.97,4.89
414,Electronics_414,Electronics,970.67,4.08
415,Beauty_415,Beauty,297.28,4.61
416,Music_416,Music,658.72,3.86
417,Sports_417,Sports,492.83,4.1
418,Beauty_418,Beauty,675.64,4.92
419,Beauty_419,Beauty,250.61,3.41
420,Beauty_420,Beauty,756.85,2.41
421,Jewelry_421,Jewelry,694.87,4.53
422,Sports_422,Sports,84.37,3.46
423,Music_423,Music,963.2,2.67
424,Jewelry_424,Jewelry,500.04,2.68
425,Jewelry_425,Jewelry,201.01,4.03
426,Electronics_426,Electronics,294.32,1.52
427,Electronics_427,Electronics,301.38,3.83
428,Jewelry_428,Jewelry,392.13,4.75
429,Clothing_429,Clothing,158.06,2.95
430,Jewelry_430,Jewelry,810.4,1.36
431,Toys_431,Toys,492.35,4.53
432,Toys_432,Toys,916.5,3.9
433,Books_433,Books,445.14,3.11
434,Toys_434,Toys,391.06,1.0
435,Automotive_435,Automotive,234.71,2.73
436,Toys_436,Toys,767.34,1.58
437,Music_437,Music,345.97,1.56
438,Music_438,Music,119.93,2.95
439,Books_439,Books,777.12,2.69
440,Clothing_440,Clothing,630.35,1.57
441,Automotive_441,Automotive,40.8,2.07
442,Books_442,Books,163.29,4.43
443,Jewelry_443,Jewelry,904.45,1.91
444,Music_444,Music,460.0,2.04
445,Clothing_445,Clothing,994.02,2.19
446,Clothing_446,Clothing,728.1,1.76
447,Automotive_447,Automotive,405.39,2.62
448,Clothing_448,Clothing,266.5,3.65
449,Jewelry_449,Jewelry,100.46,3.94
450,Jewelry_450,Jewelry,422.11,4.88
451,Home_451,Home,106.15,4.53
452,Home_452,Home,487.15,1.63
453,Clothing_453,Clothing,21.51,4.07
454,Jewelry_454,Jewelry,715.74,2.17
455,Music_455,Music,359.28,4.5
456,Electronics_456,Electronics,521.75,4.15
457,Music_457,Music,389.42,1.9
458,Groceries_458,Groceries,290.86,1.89
459,Jewelry_459,Jewelry,248.57,2.93
460,Toys_460,Toys,599.59,2.14
461,Groceries_461,Groceries,139.37,1.29
462,Music_462,Music,852.12,1.62
463,Home_463,Home,746.75,2.77
464,Clothing_464,Clothing,614.98,4.33
465,Sports_465,Sports,554.67,2.54
466,Groceries_466,Groceries,38.67,2.3
467,Groceries_467,Groceries,272.54,3.62
468,Books_468,Books,817.13,1.92
469,Jewelry_469,Jewelry,606.02,3.62
470,Music_470,Music,94.78,1.62
471,Clothing_471,Clothing,106.83,2.54
472,Groceries_472,Groceries,419.24,2.15
473,Home_473,Home,720.35,2.09
474,Beauty_474,Beauty,698.74,3.47
475,Home_475,Home,441.7,4.98
476,Clothing_476,Clothing,40.35,2.06
477,Electronics_477,Electronics,569.91,1.01
478,Books_478,Books,988.8,3.05
479,Groceries_479,Groceries,902.59,3.69
480,Toys_480,Toys,219.84,4.05
481,Books_481,Books,308.1,2.68
482,Music_482,Music,92.37,1.58
483,Electronics_483,Electronics,664.35,1.26
484,Toys_484,Toys,305.23,1.24
485,Toys_485,Toys,844.71,2.81
486,Groceries_486,Groceries,429.9,4.57
487,Music_487,Music,837.45,3.2
488,Clothing_488,Clothing,776.86,1.66
489,Books_489,Books,695.93,3.89
490,Music_490,Music,369.7,2.79
491,Home_491,Home,257.01,3.61
492,Groceries_492,Groceries,824.03,4.41
493,Beauty_493,Beauty,547.85,1.57
494,Groceries_494,Groceries,872.22,4.45
495,Jewelry_495,Jewelry,269.62,1.61
496,Books_496,Books,103.92,1.95
497,Groceries_497,Groceries,939.19,2.66
498,Jewelry_498,Jewelry,809.54,3.25
499,Groceries_499,Groceries,219.17,4.03
500,Toys_500,Toys,176.59,3.95
501,Jewelry_501,Jewelry,299.9,2.72
502,Books_502,Books,419.54,1.99
503,Clothing_503,Clothing,323.81,1.02
504,Books_504,Books,801.51,3.34
505,Sports_505,Sports,336.03,3.81
506,Clothing_506,Clothing,937.56,2.04
507,Electronics_507,Electronics,225.77,4.14
508,Jewelry_508,Jewelry,180.53,1.94
509,Clothing_509,Clothing,39.43,3.2
510,Automotive_510,Automotive,231.39,1.8
511,Books_511,Books,882.9,3.69
512,Books_512,Books,499.62,1.89
513,Electronics_513,Electronics,773.66,2.75
514,Electronics_514,Electronics,355.38,4.54
515,Sports_515,Sports,736.68,2.14
516,Toys_516,Toys,62.88,4.8
517,Music_517,Music,615.59,2.51
518,Electronics_518,Electronics,5.18,4.14
519,Jewelry_519,Jewelry,605.61,3.5
520,Clothing_520,Clothing,523.9,2.73
521,Books_521,Books,464.48,4.97
522,Clothing_522,Clothing,490.35,1.48
523,Home_523,Home,647.77,3.73
524,Jewelry_524,Jewelry,834.65,1.4
525,Electronics_525,Electronics,485.2,4.76
526,Clothing_526,Clothing,113.55,2.05
527,Music_527,Music,150.57,1.85
528,Music_528,Music,468.73,2.46
529,Groceries_529,Groceries,943.88,4.8
530,Automotive_530,Automotive,505.45,4.23
531,Books_531,Books,291.12,3.7
532,Beauty_532,Beauty,757.38,3.2
533,Music_533,Music,755.07,1.86
534,Clothing_534,Clothing,842.59,4.53
535,Music_535,Music,341.94,3.66
536,Groceries_536,Groceries,863.15,4.0
537,Sports_537,Sports,270.99,1.66
538,Electronics_538,Electronics,640.95,4.14
539,Jewelry_539,Jewelry,777.18,1.77
540,Clothing_540,Clothing,679.7,2.78
541,Sports_541,Sports,66.79,3.47
542,Toys_542,Toys,246.39,1.53
543,Home_543,Home,349.95,1.52
544,Sports_544,Sports,232.43,2.93
545,Books_545,Books,272.47,4.94
546,Groceries_546,Groceries,810.35,1.9
547,Jewelry_547,Jewelry,132.07,1.1
548,Home_548,Home,652.82,2.17
549,Clothing_549,Clothing,414.14,2.94
550,Groceries_550,Groceries,352.4,3.1
551,Groceries_551,Groceries,110.2,4.15
552,Books_552,Books,43.27,2.18
553,Sports_553,Sports,192.12,3.75
554,Sports_554,Sports,101.55,2.89
555,Beauty_555,Beauty,276.59,2.38
556,Jewelry_556,Jewelry,953.86,2.4
557,Jewelry_557,Jewelry,798.95,2.02
558,Electronics_558,Electronics,745.1,3.63
559,Groceries_559,Groceries,391.48,3.38
560,Jewelry_560,Jewelry,848.48,3.38
561,Music_561,Music,325.66,1.08
562,Jewelry_562,Jewelry,952.54,2.14
563,Sports_563,Sports,94.38,2.8
564,Music_564,Music,680.72,2.95
565,Clothing_565,Clothing,853.83,2.51
566,Electronics_566,Electronics,577.25,4.26
567,Toys_567,Toys,953.11,4.65
568,Toys_568,Toys,869.03,4.72
569,Sports_569,Sports,813.46,3.78
570,Beauty_570,Beauty,524.16,2.45
571,Automotive_571,Automotive,670.83,1.01
572,Music_572,Music,543.71,4.24
573,Toys_573,Toys,7.5,3.63
574,Books_574,Books,572.89,4.53
575,Electronics_575,Electronics,509.29,3.89
576,Groceries_576,Groceries,496.89,3.85
577,Home_577,Home,385.87,3.57
578,Beauty_578,Beauty,845.1,4.19
579,Electronics_579,Electronics,81.02,4.0
580,Beauty_580,Beauty,153.81,4.23
581,Toys_581,Toys,761.55,3.09
582,Books_582,Books,163.52,3.62
583,Automotive_583,Automotive,583.08,3.77
584,Groceries_584,Groceries,203.97,2.84
585,Toys_585,Toys,353.39,4.67
586,Books_586,Books,42.57,3.74
587,Home_587,Home,860.09,3.08
588,Home_588,Home,52.03,4.66
589,Jewelry_589,Jewelry,753.83,3.53
590,Electronics_590,Electronics,473.34,1.27
591,Toys_591,Toys,231.13,3.17
592,Beauty_592,Beauty,137.58,1.65
593,Electronics_593,Electronics,914.63,2.07
594,Home_594,Home,385.42,4.27
595,Clothing_595,Clothing,9.47,1.48
596,Beauty_596,Beauty,839.74,1.22
597,Music_597,Music,725.44,2.52
598,Clothing_598,Clothing,351.67,1.86
599,Automotive_599,Automotive,246.68,2.47
600,Clothing_600,Clothing,279.74,4.76
601,Electronics_601,Electronics,491.75,2.09
602,Music_602,Music,122.95,3.5
603,Books_603,Books,279.97,3.06
604,Electronics_604,Electronics,170.39,1.43
605,Home_605,Home,168.91,4.23
606,Sports_606,Sports,411.13,2.32
607,Books_607,Books,422.88,2.33
608,Groceries_608,Groceries,721.05,3.52
609,Sports_609,Sports,379.16,1.49
610,Books_610,Books,586.84,3.58
611,Electronics_611,Electronics,702.43,3.87
612,Toys_612,Toys,122.84,4.28
613,Music_613,Music,992.43,4.04
614,Home_614,Home,343.43,2.92
615,Sports_615,Sports,46.24,4.65
616,Groceries_616,Groceries,822.6,3.47
617,Clothing_617,Clothing,652.45,1.2
618,Beauty_618,Beauty,546.42,1.85
619,Books_619,Books,805.02,4.54
620,Toys_620,Toys,75.88,1.47
621,Electronics_621,Electronics,150.23,4.87
622,Home_622,Home,31.03,2.45
623,Toys_623,Toys,214.24,1.15
624,Books_624,Books,360.58,3.45
625,Books_625,Books,751.98,4.74
626,Home_626,Home,416.19,3.27
627,Books_627,Books,449.01,3.89
628,Jewelry_628,Jewelry,525.3,1.95
629,Books_629,Books,993.55,4.63
630,Sports_630,Sports,247.89,4.63
631,Toys_631,Toys,659.28,1.6
632,Sports_632,Sports,238.35,2.32
633,Jewelry_633,Jewelry,659.21,3.78
634,Clothing_634,Clothing,32.25,4.01
635,Home_635,Home,89.54,4.0
636,Books_636,Books,798.45,4.47
637,Music_637,Music,555.62,4.93
638,Sports_638,Sports,416.56,1.26
639,Jewelry_639,Jewelry,578.81,4.25
640,Electronics_640,Electronics,337.77,4.95
641,Sports_641,Sports,685.46,3.95
642,Electronics_642,Electronics,427.68,3.73
643,Clothing_643,Clothing,181.43,2.88
644,Music_644,Music,735.12,2.21
645,Clothing_645,Clothing,757.14,4.39
646,Automotive_646,Automotive,172.69,3.79
647,Jewelry_647,Jewelry,677.72,2.06
648,Beauty_648,Beauty,695.09,2.23
649,Music_649,Music,750.56,3.12
650,Jewelry_650,Jewelry,485.75,1.12
651,Automotive_651,Automotive,825.92,2.47
652,Groceries_652,Groceries,937.6,1.72
653,Groceries_653,Groceries,368.58,4.54
654,Sports_654,Sports,173.19,1.87
655,Sports_655,Sports,347.24,4.89
656,Home_656,Home,435.06,3.19
657,Music_657,Music,821.96,1.39
658,Music_658,Music,797.86,1.34
659,Toys_659,Toys,141.04,4.14
660,Electronics_660,Electronics,185.35,4.84
661,Home_661,Home,346.73,4.5
662,Toys_662,Toys,42.71,3.27
663,Home_663,Home,213.97,1.16
664,Jewelry_664,Jewelry,885.4,1.57
665,Electronics_665,Electronics,73.45,3.75
666,Electronics_666,Electronics,95.2,2.84
667,Home_667,Home,715.55,2.93
668,Clothing_668,Clothing,956.93,2.95
669,Beauty_669,Beauty,245.31,3.54
670,Groceries_670,Groceries,384.16,2.63
671,Automotive_671,Automotive,768.58,3.19
