User_ID,Age,Gender,Location,Interests
242,21,Female,Southeast,Jewelry
243,47,Male,East,Books
244,61,Other,Central,Toys
245,66,Male,Northeast,Beauty
246,42,Other,East,Jewelry
247,23,Male,Northwest,Toys
248,64,Female,Northeast,Groceries
249,48,Male,South,Beauty
250,27,Other,Central,Home
251,29,Female,Northeast,Groceries
252,42,Male,North,Home
253,60,Female,West,Toys
254,58,Male,Central,Electronics
255,66,Female,East,Music
256,59,Female,Northwest,Groceries
257,63,Male,East,Groceries
258,29,Male,Northeast,Electronics
259,52,Female,Southeast,Jewelry
260,62,Female,Southwest,Clothing
261,49,Female,Central,Groceries
262,28,Male,Central,Toys
263,23,Female,Central,Clothing
264,66,Male,West,Music
265,30,Male,Northwest,Books
266,59,Female,East,Clothing
267,37,Male,Central,Electronics
268,40,Male,Northwest,Beauty
269,25,Other,West,Automotive
270,35,Male,North,Jewelry
271,53,Other,Northwest,Books
272,32,Other,West,Groceries
273,35,Other,West,Sports
274,34,Female,South,Beauty
275,23,Female,Southwest,Electronics
276,33,Female,Southeast,Toys
277,47,Female,East,Books
278,33,Other,North,Sports
279,43,Female,Central,Toys
280,66,Female,East,Automotive
281,64,Female,Southwest,Beauty
282,19,Male,Southeast,Electronics
283,21,Female,West,Automotive
284,60,Other,East,Electronics
285,23,Male,Southwest,Books
286,61,Female,Southeast,Beauty
287,38,Other,North,Electronics
288,45,Other,South,Home
289,44,Male,Central,Electronics
290,37,Other,Northeast,Beauty
291,18,Other,East,Music
292,40,Male,West,Home
293,42,Female,North,Books
294,23,Male,Southeast,Beauty
295,25,Male,Northwest,Sports
296,26,Male,Southeast,Beauty
297,30,Female,South,Beauty
298,26,Other,Central,Groceries
299,50,Female,Central,Electronics
300,62,Male,Southeast,Music
301,67,Other,Northeast,Clothing
302,22,Other,Northeast,Sports
303,61,Male,East,Electronics
304,47,Female,Southeast,Books
305,32,Other,Central,Electronics
306,39,Male,West,Home
307,28,Male,East,Books
308,49,Other,Southwest,Groceries
309,53,Female,Southeast,Sports
310,63,Other,Southeast,Sports
311,56,Male,East,Clothing
312,68,Other,West,Toys
313,69,Male,Northeast,Groceries
314,61,Male,Central,Toys
315,18,Female,East,Music
316,52,Female,Central,Home
317,38,Female,Central,Beauty
318,18,Female,Northeast,Sports
319,35,Male,West,Automotive
320,37,Female,West,Beauty
321,33,Female,Central,Jewelry
322,24,Female,North,Groceries
323,57,Other,Southeast,Clothing
324,38,Other,Central,Toys
325,55,Male,North,Toys
326,45,Male,Southwest,Home
327,63,Other,West,Electronics
328,36,Male,Northeast,Automotive
329,27,Other,Northeast,Beauty
330,41,Other,Northwest,Beauty
331,68,Female,Northeast,Toys
332,44,Female,West,Home
333,44,Male,Northwest,Toys
334,62,Other,Northeast,Books
335,36,Other,West,Groceries
336,18,Other,South,Toys
337,43,Female,South,Electronics
338,64,Other,Southwest,Beauty
339,67,Female,Southeast,Music
340,43,Female,Southeast,Home
341,36,Female,Central,Beauty
342,44,Other,Central,Automotive
343,34,Male,Southwest,Music
344,50,Male,Central,Sports
345,35,Male,Southwest,Electronics
346,42,Male,Northeast,Sports
347,55,Female,Northwest,Automotive
348,40,Male,Southwest,Sports
349,59,Other,West,Toys
350,68,Female,Southeast,Clothing
351,55,Other,Southeast,Groceries
352,56,Female,Southeast,Beauty
353,53,Other,North,Books
354,31,Other,Northwest,Music
355,60,Female,East,Beauty
356,55,Male,Northwest,Groceries
357,58,Male,West,Music
358,25,Other,Central,Music
359,70,Male,Southwest,Beauty
360,48,Male,North,Beauty
361,65,Male,Southwest,Automotive
362,65,Other,Southwest,Toys
363,54,Female,East,Automotive
364,23,Male,Northwest,Groceries
365,35,Female,South,Sports
366,19,Other,Southeast,Automotive
367,48,Other,Northeast,Toys
368,47,Male,East,Automotive
369,33,Other,Central,Automotive
370,43,Male,Central,Music
371,32,Other,Northeast,Music
372,20,Male,Northwest,Jewelry
373,67,Male,Central,Clothing
374,32,Other,South,Beauty
375,19,Other,South,Books
376,32,Male,Northeast,Clothing
377,37,Other,South,Home
378,32,Male,Southwest,Sports
379,27,Male,Central,Music
380,39,Male,Southwest,Beauty
381,45,Male,Southeast,Books
382,37,Male,Central,Sports
383,39,Male,Northeast,Groceries
384,40,Female,Northwest,Clothing
385,45,Female,West,Home
386,18,Female,West,Books
387,35,Male,Northeast,Jewelry
388,46,Male,Southwest,Books
389,39,Male,East,Electronics
390,50,Male,Northwest,Electronics
391,53,Other,Southeast,Music
392,32,Male,East,Beauty
393,68,Female,Northwest,Toys
394,23,Female,West,Beauty
395,55,Other,Southeast,Toys
396,32,Male,East,Music
397,59,Male,Southeast,Jewelry
398,25,Male,Southwest,Electronics
399,45,Other,East,Jewelry
400,53,Other,West,Automotive
401,69,Other,Northeast,Electronics
402,70,Male,Northeast,Home
403,21,Other,Southwest,Sports
404,53,Male,East,Books
405,69,Female,Southwest,Clothing
406,45,Female,North,Electronics
407,43,Male,Southeast,Groceries
408,23,Female,Southeast,Electronics
409,22,Other,East,Toys
410,62,Other,Northeast,Beauty
411,47,Female,East,Clothing
412,51,Other,Northwest,Groceries
413,51,Other,Northwest,Home
414,39,Female,South,Beauty
415,47,Female,Central,Home
416,38,Male,South,Automotive
417,61,Male,East,Beauty
418,69,Other,Central,Home
419,49,Male,Northwest,Electronics
420,44,Other,Southeast,Toys
421,54,Female,Northeast,Books
422,21,Other,Southeast,Toys
423,30,Male,East,Beauty
424,36,Male,Central,Books
425,56,Male,North,Toys
426,33,Other,North,Sports
427,29,Other,West,Jewelry
428,61,Male,Southwest,Home
429,38,Female,South,Music
430,37,Female,Southwest,Beauty
431,48,Male,Northeast,Home
432,63,Male,West,Automotive
433,37,Female,North,Books
434,67,Male,Northeast,Jewelry
435,26,Female,Southwest,Jewelry
436,45,Other,West,Automotive
437,60,Female,East,Clothing
438,44,Other,Northwest,Beauty
439,24,Other,South,Automotive
440,22,Female,North,Books
441,61,Female,Northeast,Automotive
442,54,Other,Central,Automotive
443,25,Other,Northeast,Home
444,26,Male,West,Clothing
445,44,Male,South,Home
446,38,Male,Northwest,Sports
447,55,Male,South,Home
448,46,Male,North,Automotive
449,66,Other,Southwest,Music
450,40,Female,Central,Clothing
451,27,Male,Southeast,Automotive
452,32,Male,Northeast,Music
453,43,Female,South,Clothing
454,47,Other,Central,Books
455,58,Other,Northeast,Sports
456,38,Other,Central,Home
457,23,Male,Northwest,Sports
458,28,Female,Southwest,Jewelry
459,35,Other,South,Books
460,39,Male,Southeast,Groceries
461,49,Other,North,Sports
462,53,Female,Northwest,Beauty
463,39,Male,Northeast,Sports
464,31,Other,Northwest,Automotive
465,66,Other,South,Beauty
466,54,Female,South,Beauty
467,65,Other,Southwest,Beauty
468,42,Female,North,Jewelry
469,45,Female,South,Automotive
470,21,Other,Southwest,Beauty
471,60,Other,North,Groceries
472,58,Male,Southwest,Jewelry
473,69,Male,Northeast,Clothing
474,70,Male,West,Electronics
475,44,Male,West,Jewelry
476,53,Other,Southwest,Home
477,63,Male,East,Books
478,48,Other,South,Toys
479,36,Male,Northwest,Clothing
480,43,Male,South,Jewelry
481,34,Female,Northeast,Home
482,41,Male,Central,Automotive
483,27,Female,Southwest,Beauty
484,39,Male,Central,Toys
485,65,Other,Southeast,Toys
486,49,Male,Southwest,Electronics
487,18,Male,East,Clothing
488,43,Male,Central,Music
489,35,Female,North,Books
490,56,Male,Northwest,Music
491,52,Female,West,Music
492,33,Other,North,Clothing
493,54,Other,South,Jewelry
494,47,Male,South,Books
495,20,Other,Central,Toys
496,28,Male,Southwest,Beauty
497,64,Male,West,Books
498,28,Male,Northeast,Books
499,24,Female,Central,Automotive
500,29,Male,Southeast,Music
501,35,Male,Southeast,Jewelry
502,51,Female,Northeast,Toys
503,46,Male,North,Electronics
504,47,Female,Southeast,Home
505,19,Other,Northeast,Automotive
506,58,Female,East,Books
507,64,Other,Northeast,Groceries
508,27,Male,Southwest,Automotive
509,66,Other,Central,Books
510,50,Other,West,Books
511,30,Female,Northwest,Electronics
512,54,Other,Central,Clothing
513,68,Other,East,Automotive
514,64,Other,East,Beauty
515,62,Other,Northwest,Electronics
516,44,Other,North,Books
517,41,Male,Southeast,Jewelry
518,36,Female,East,Music
519,54,Male,Southeast,Sports
520,33,Female,Central,Books
521,19,Female,Southwest,Music
522,69,Male,Southwest,Sports
523,65,Male,West,Clothing
524,63,Male,Southwest,Books
525,22,Female,Central,Automotive
526,38,Other,Southwest,Music
527,35,Other,South,Toys
528,44,Male,North,Groceries
529,61,Other,Northeast,Clothing
530,47,Male,North,Music
531,25,Female,Northeast,Toys
532,23,Other,Central,Jewelry
533,35,Other,Central,Books
534,20,Male,Northwest,Sports
535,24,Other,Northeast,Beauty
536,66,Female,Southwest,Jewelry
537,56,Male,West,Clothing
538,55,Male,Southeast,Clothing
539,55,Other,East,Automotive
540,65,Female,North,Groceries
541,70,Male,East,Books
542,23,Female,Northwest,Beauty
543,23,Male,Southeast,Automotive
544,34,Female,East,Groceries
545,25,Male,West,Jewelry
546,33,Male,Northwest,Automotive
547,66,Other,West,Sports
548,47,Other,West,Groceries
549,33,Other,North,Sports
550,38,Other,Northeast,Sports
551,51,Other,South,Automotive
552,25,Male,Northeast,Music
553,45,Other,West,Home
554,66,Male,Southeast,Electronics
555,30,Other,Central,Books
556,33,Male,Southeast,Toys
557,54,Other,Northeast,Toys
558,31,Female,North,Jewelry
559,67,Male,Central,Beauty
560,32,Male,Southwest,Groceries
561,18,Female,Northwest,Sports
562,53,Male,Central,Jewelry
563,62,Female,Northeast,Beauty
564,42,Other,East,Electronics
565,29,Male,North,Jewelry
566,47,Other,West,Jewelry
567,47,Female,Northwest,Toys
568,28,Male,Central,Toys
569,20,Male,South,Home
570,55,Other,West,Beauty
571,51,Female,North,Home
572,32,Other,Central,Groceries
573,67,Female,East,Clothing
574,26,Female,Northwest,Clothing
575,39,Other,Northeast,Sports
576,58,Male,West,Beauty
577,36,Female,Southwest,Electronics
578,55,Female,West,Automotive
579,34,Female,South,Beauty
580,54,Male,Northeast,Sports
581,23,Other,North,Groceries
582,67,Female,South,Toys
583,38,Female,East,Automotive
584,50,Other,Southeast,Groceries
585,37,Male,West,Beauty
586,18,Other,Northeast,Electronics
587,22,Female,North,Music
588,66,Other,North,Electronics
589,28,Female,South,Sports
590,43,Other,West,Home
591,32,Other,East,Books
592,69,Male,West,Clothing
593,42,Female,Northwest,Music
594,27,Female,East,Electronics
595,41,Female,Southeast,Music
596,42,Female,Central,Books
597,49,Female,Northeast,Groceries
598,47,Other,East,Groceries
599,32,Female,Southwest,Toys
600,52,Other,North,Toys
601,40,Male,Central,Electronics
602,58,Male,Southwest,Books
603,55,Female,Northeast,Jewelry
604,49,Female,Northwest,Jewelry
605,62,Male,Northwest,Sports
606,38,Other,Northeast,Jewelry
607,43,Female,Southeast,Beauty
608,65,Other,Southeast,Music
609,35,Female,Southeast,Groceries
610,65,Other,Northeast,Beauty
611,62,Female,West,Toys
612,42,Male,South,Electronics
613,34,Female,Central,Beauty
614,51,Male,Northeast,Electronics
615,28,Female,South,Beauty
616,22,Female,Southeast,Automotive
617,33,Female,Southwest,Home
618,61,Female,Northeast,Home
619,31,Other,Southeast,Music
620,68,Other,Northwest,Automotive
621,66,Female,Northwest,Music
622,61,Other,East,Sports
623,35,Male,East,Books
624,59,Female,Northwest,Clothing
625,23,Female,North,Beauty
626,53,Male,South,Toys
627,69,Female,Northeast,Books
628,54,Other,East,Electronics
629,41,Female,Central,Groceries
630,27,Male,Central,Home
631,28,Male,Northeast,Electronics
632,47,Male,East,Music
633,38,Male,Southeast,Toys
634,18,Other,North,Clothing
635,55,Male,Southwest,Electronics
636,65,Other,South,Electronics
637,59,Male,Southeast,Automotive
638,50,Female,Central,Books
639,27,Female,Southeast,Beauty
640,28,Male,West,Toys
641,44,Other,West,Electronics
642,24,Other,North,Jewelry
643,49,Other,South,Home
644,30,Female,Northeast,Home
645,18,Male,North,Groceries
646,36,Other,Central,Clothing
647,47,Female,Southeast,Groceries
648,33,Other,Southeast,Clothing
649,50,Female,East,Books
650,41,Other,West,Clothing
651,43,Male,Southeast,Sports
652,68,Other,West,Toys
653,29,Other,Northwest,Groceries
654,49,Male,Northeast,Home
655,59,Other,Southeast,Home
656,68,Male,South,Electronics
657,68,Other,Southeast,Beauty
658,30,Male,Central,Beauty
659,44,Female,Central,Home
660,28,Other,Northeast,Electronics
661,53,Other,Central,Groceries
662,41,Other,South,Beauty
663,32,Female,West,Electronics
664,70,Female,South,Sports
665,36,Male,Southeast,Groceries
666,67,Male,East,Sports
667,20,Other,East,Music
668,45,Female,Northwest,Beauty
669,21,Male,North,Jewelry
670,55,Other,Central,Toys
671,65,Male,Southeast,Books
672,21,Other,Northeast,Toys
673,61,Female,Northeast,Automotive
674,54,Other,Central,Books
675,33,Male,Southwest,Electronics
676,49,Female,South,Beauty
677,23,Other,Northwest,Groceries
678,41,Female,Northeast,Jewelry
679,67,Male,East,Electronics
680,20,Female,Southwest,Groceries
681,41,Male,Northwest,Groceries
682,30,Male,South,Toys
683,62,Female,Central,Music
684,50,Male,Southwest,Music
685,65,Male,Southwest,Books
686,60,Female,West,Jewelry
687,25,Female,Northwest,Groceries
688,68,Male,East,Books
689,45,Male,South,Automotive
690,44,Female,Central,Clothing
691,40,Female,Southwest,Clothing
692,44,Other,East,Clothing
693,18,Male,West,Music
694,62,Female,Northwest,Sports
695,53,Other,West,Beauty
696,43,Male,East,Music
697,38,Other,Southwest,Music
698,68,Male,West,Automotive
699,35,Female,Southwest,Clothing
700,25,Male,West,Books
701,61,Other,East,Jewelry
702,26,Male,Northeast,Jewelry
703,32,Other,Northeast,Clothing
704,40,Male,North,Electronics
705,64,Female,North,Clothing
706,51,Female,North,Toys
707,54,Other,Northwest,Beauty
708,22,Male,Northeast,Home
709,39,Other,West,Automotive
710,27,Other,East,Home
711,51,Male,South,Electronics
712,33,Other,North,Toys
713,36,Other,Central,Books
714,55,Female,Northwest,Jewelry
715,38,Male,Central,Home
716,24,Female,West,Automotive
717,26,Male,Central,Electronics
718,67,Female,West,Sports
719,41,Male,West,Music
720,64,Female,Northeast,Sports
721,53,Female,Northwest,Toys
722,28,Other,Northwest,Electronics
723,23,Female,West,Books
724,63,Female,Northwest,Toys
725,32,Male,Southwest,Beauty
726,31,Other,North,Home
727,23,Other,North,Beauty
728,44,Male,Southeast,Groceries
729,51,Male,Southwest,Sports
730,58,Other,North,Home
731,22,Other,Central,Sports
732,49,Male,West,Home
733,52,Female,South,Sports
734,44,Other,East,Sports
735,60,Male,East,Toys
736,18,Male,North,Toys
737,20,Male,Northeast,Electronics
738,39,Other,Central,Toys
739,54,Other,East,Toys
740,25,Other,Southeast,Home
741,35,Male,East,Toys
742,28,Other,North,Automotive
743,66,Other,Southeast,Clothing
744,63,Male,Northeast,Home
745,28,Female,Southwest,Groceries
746,47,Female,Northwest,Books
747,48,Male,West,Electronics
748,34,Male,South,Toys
749,56,Male,Northwest,Beauty
750,25,Male,South,Books
751,27,Other,Northwest,Groceries
752,19,Female,Southeast,Automotive
753,54,Male,Northeast,Electronics
754,35,Other,West,Electronics
755,67,Male,Northeast,Beauty
756,25,Male,Northwest,Music
757,29,Other,South,Music
758,28,Female,Northwest,Electronics
759,52,Male,Southwest,Automotive
760,68,Female,Central,Electronics
761,26,Male,Central,Sports
762,59,Other,South,Clothing
763,50,Other,North,Groceries
764,67,Female,Northwest,Automotive
765,28,Other,Southeast,Beauty
766,70,Female,East,Toys
767,57,Other,West,Toys
768,31,Female,Northeast,Toys
769,29,Other,Southwest,Music
770,67,Female,East,Beauty
771,18,Female,North,Sports
772,65,Female,Northwest,Home
773,52,Male,Central,Electronics
774,31,Other,North,Home
775,59,Male,Southwest,Books
776,54,Female,Northeast,Home
777,18,Female,South,Groceries
778,24,Other,East,Clothing
779,31,Other,Central,Groceries
780,57,Other,Northeast,Automotive
781,32,Female,Southeast,Electronics
782,50,Female,West,Home
783,50,Male,Northeast,Groceries
784,53,Other,North,Books
785,25,Other,Southeast,Home
786,22,Male,Central,Toys
787,52,Female,East,Automotive
788,58,Other,Southeast,Sports
789,18,Male,Northwest,Groceries
790,65,Female,Northwest,Music
791,59,Male,Southwest,Jewelry
792,63,Female,South,Home
793,58,Female,South,Toys
794,69,Female,North,Groceries
795,34,Other,Northeast,Groceries
796,46,Male,Northeast,Groceries
797,35,Female,East,Home
798,36,Female,Southwest,Jewelry
799,56,Other,South,Toys
800,60,Other,Central,Clothing
801,70,Female,East,Beauty
802,32,Female,Southeast,Sports
803,68,Male,Southeast,Music
804,42,Female,Northwest,Home
805,37,Female,East,Toys
806,45,Male,Northeast,Toys
807,27,Female,Northwest,Music
808,30,Male,South,Home
809,68,Male,East,Sports
810,38,Other,Northeast,Groceries
811,60,Other,North,Books
812,24,Male,Southwest,Beauty
813,59,Male,South,Sports
814,57,Male,East,Toys
815,56,Female,North,Jewelry
816,59,Female,North,Beauty
817,20,Other,Southwest,Jewelry
818,55,Male,Central,Groceries
819,40,Male,Southwest,Home
820,26,Male,East,Sports
821,67,Other,West,Clothing
822,38,Male,West,Music
823,33,Female,Northwest,Jewelry
824,51,Male,North,Beauty
825,37,Female,Southeast,Electronics
826,58,Other,Southeast,Books
827,64,Female,North,Books
828,63,Other,Central,Home
829,48,Female,West,Electronics
830,52,Other,Northeast,Automotive
831,49,Male,Northwest,Clothing
832,46,Male,Northeast,Groceries
833,65,Male,East,Jewelry
834,26,Other,Northeast,Electronics
835,41,Female,Northwest,Beauty
836,40,Male,South,Sports
837,33,Male,West,Music
838,19,Male,South,Toys
839,39,Male,Central,Automotive
840,53,Female,Southwest,Music
841,60,Other,South,Groceries
842,69,Other,Northeast,Sports
843,31,Male,North,Home
844,34,Other,Southeast,Sports
845,18,Male,East,Beauty
846,55,Male,Southeast,Jewelry
847,58,Female,East,Automotive
848,58,Male,Northwest,Clothing
849,57,Other,Northwest,Books
850,41,Male,Southeast,Toys
851,69,Other,North,Electronics
852,57,Female,Southwest,Groceries
853,61,Female,Central,Clothing
854,27,Other,West,Sports
855,55,Other,Southeast,Electronics
856,65,Other,Central,Toys
857,41,Female,Northwest,Beauty
858,54,Male,West,Electronics
859,52,Other,Southwest,Clothing
860,19,Male,Southeast,Groceries
861,18,Female,South,Automotive
862,52,Male,South,Clothing
863,35,Male,West,Sports
864,41,Female,Southwest,Music
865,35,Other,Northeast,Electronics
866,35,Female,Southeast,Music
867,53,Male,West,Automotive
868,32,Male,Southeast,Jewelry
869,66,Male,Northeast,Beauty
870,54,Male,Southwest,Music
871,54,Male,East,Jewelry
872,69,Male,Central,Jewelry
873,59,Male,Northwest,Electronics
874,70,Other,South,Home
875,57,Male,West,Sports
876,69,Male,Northeast,Music
877,60,Other,South,Clothing
878,22,Male,Northwest,Electronics
879,54,Male,Central,Sports
880,30,Other,Northwest,Automotive
881,60,Female,North,Electronics
882,23,Other,East,Clothing
883,61,Female,North,Books
884,61,Female,Southwest,Beauty
885,36,Female,South,Home
886,21,Male,Southwest,Beauty
887,46,Female,Central,Jewelry
888,57,Female,Northeast,Books
889,66,Male,Central,Automotive
890,56,Male,East,Groceries
891,29,Other,Southwest,Beauty
892,61,Other,Central,Beauty
893,24,Male,North,Home
894,34,Female,East,Automotive
895,69,Male,West,Beauty
896,58,Female,Northwest,Electronics
897,52,Other,North,Music
898,49,Other,Northeast,Automotive
899,25,Female,West,Toys
900,23,Other,Northwest,Electronics
901,68,Other,North,Beauty
902,67,Other,Northwest,Beauty
903,29,Other,Central,Groceries
904,56,Female,Northwest,Beauty
905,64,Female,Northwest,Groceries
906,42,Male,North,Sports
907,29,Other,South,Clothing
908,58,Male,Southwest,Jewelry
909,36,Male,Northwest,Electronics
910,42,Other,East,Books
911,41,Other,Southwest,Books
912,53,Other,Southeast,Automotive
913,47,Male,Southwest,Groceries
914,40,Other,East,Clothing
915,66,Other,Southwest,Home
916,22,Female,Northeast,Books
917,65,Other,Northwest,Books
918,24,Male,South,Sports
919,42,Other,North,Automotive
920,46,Male,Northeast,Clothing
921,42,Female,Southwest,Beauty
922,21,Other,West,Home
923,50,Other,Southeast,Beauty
924,19,Female,East,Groceries
925,33,Other,Southeast,Electronics
926,52,Female,South,Clothing
927,67,Female,North,Clothing
928,44,Male,West,Music
929,33,Other,South,Toys
930,50,Male,Southeast,Sports
931,28,Female,Northwest,Clothing
932,47,Male,North,Toys
933,18,Other,Northwest,Groceries
934,45,Female,Southeast,Groceries
935,22,Male,South,Books
936,46,Other,South,Beauty
937,70,Other,Southeast,Toys
938,32,Female,Southwest,Music
